Time (s),Channel 1 (mV),Channel 2 (mV),Channel 3 (mV),Channel 1 (mV)
25.4072611,0.0484,304.5018,470.194,0.0484
25.4966535,0.0479,303.5082,463.25,0.0479
25.5419995,0.0476,303.5082,463.25,0.0476
25.5871651,0.0483,303.5082,463.25,0.0483
25.6315187,0.0476,304.5018,456.306,0.0476
25.6766222,0.0472,305.4954,455.314,0.0472
25.7225887,0.0477,304.5018,457.298,0.0477
25.7666587,0.0468,303.5082,447.378,0.0468
25.8115672,0.0465,303.5082,448.37,0.0465
25.9023864,0.0456,303.5082,439.442,0.0456
25.9468461,0.0451,304.5018,440.434,0.0451
25.9924727,0.0455,303.5082,440.434,0.0455
26.0370203,0.0445,304.5018,433.49,0.0445
26.0823641,0.044,303.5082,432.498,0.044
26.1274503,0.0443,305.4954,433.49,0.0443
26.1712544,0.0432,303.5082,425.554,0.0432
26.2165959,0.0425,302.5146,425.554,0.0425
26.2623933,0.0415,304.5018,417.618,0.0415
26.3063468,0.0409,304.5018,417.618,0.0409
26.398517,0.041,303.5082,418.61,0.041
26.4412519,0.04,303.5082,411.666,0.04
26.4869048,0.0391,303.5082,409.682,0.0391
26.5327262,0.0394,303.5082,410.674,0.0394
26.5765467,0.0363,303.5082,401.746,0.0363
26.6220042,0.0345,302.5146,403.73,0.0345
26.6679365,0.0331,303.5082,394.802,0.0331
26.7111401,0.0323,302.5146,395.794,0.0323
26.7568813,0.0326,302.5146,394.802,0.0326
26.8466907,0.0311,302.5146,387.858,0.0311
